Record Type,Constituent Id,Address ID,Address Type,Primary Flag,Organization Name,Address line 1,Address line 2,Address line 3,Address line 4,City,State,Zip Code,County,District
1C,42310548,HO,P,X,,795 Sampson Throughway Suite 107,,,,North Moniqueview,UT,88403,Macon,13.0
1C,42310601,HO,P,X,,USNV Vazquez,,,,Kristenbury,GA,17911,Sangamon,13.0
1C,42310749,HO,S,X,,346 Zachary Expressway,,,,East Amyborough,OK,29421,Madison,13.0
1C,42310749,BU,S,,,4204 Wright Curve,,,,Evanschester,OK,37969,Madison,13.0
1C,42310753,HO,P,X,,077 Frazier Drive,,,,Anahaven,CO,40426,Montgomery,13.0
1C,42310806,HO,P,X,,"PSC 4420, Box 1691",,,,Meadowsfurt,NE,73326,Christian,13.0
1C,42310807,HO,P,X,,"PSC 4952, Box 2737",,,,West Zacharyborough,DC,73981,Madison,13.0
1C,42310813,HO,P,X,,66351 Armstrong Drive,,,,Port Rubenburgh,KS,67122,Champaign,13.0
1C,42310816,HO,P,X,,40409 Stewart Rue,,,,Jerryville,AK,92228,Macon,13.0
1C,42310871,HO,P,X,,913 Virginia Parkways,,,,South Gary,FL,38789,McLean,13.0
1C,42311025,HO,P,X,,662 Gomez Cape Suite 547,,,,Carolynborough,IL,97215,Bond,13.0
1C,42311037,HO,P,X,,555 Derrick Curve Apt. 209,,,,South Jose,MD,8217,Montgomery,13.0
1C,42311090,HO,P,X,,3255 Alex Route,,,,East Jameston,CO,40429,Champaign,13.0
1C,42311139,HO,P,X,,3231 Michael Avenue Suite 142,,,,North Justin,MD,64926,Champaign,13.0
1C,42311213,HO,P,X,,8979 Mason Forks,,,,Markberg,NM,6570,Champaign,13.0
1C,42311265,HO,S,,,135 Brown Mission Suite 704,,,,FPO AP 92443,MI,2762,,
1C,42311630,HO,P,X,,704 Potts Squares Suite 416,,,,Michaelchester,MD,14580,Montgomery,13.0
1C,42311929,HO,P,X,,5667 Butler Track,,,,West Manuel,RI,80982,Madison,13.0
1C,42312483,HO,P,X,,340 Samuel Squares Apt. 421,,,,Alexanderfort,NE,34689,Jersey,13.0
1C,42313062,HO,P,X,,34523 Ryan Coves,,,,South Johnport,NM,39776,McLean,13.0
1C,42313106,HO,P,X,,4295 Stephanie Wells,,,,South Stephanieville,WV,84291,Madison,13.0
1C,42313165,HO,P,X,,841 Kim Burg Suite 074,,,,West Elizabeth,IA,85174,Montgomery,13.0
1C,42313343,HO,P,X,,795 Lee Court,,,,North Daniel,GA,55102,Madison,13.0
1C,42313349,HO,P,X,,23019 William Valleys Suite 376,,,,Joannside,MT,85526,Montgomery,13.0
1C,42313573,HO,P,X,,42097 Reyes Junctions,,,,DPO AP 23084,PA,86126,Christian,13.0
1C,42314032,HO,P,X,,650 Holly Junction,,,,Lake Janicestad,LA,43259,Macoupin,13.0
1C,42375321,HO,P,X,,9039 Diaz Drive,,,,New Ianborough,TN,79707,Champaign,13.0
1C,42375414,HO,P,X,,805 Pacheco Cove Apt. 956,,,,DPO AE 75726,IN,17123,Champaign,13.0
1C,42375939,HO,S,,,89209 Charles Motorway,,,,Kimberlyshire,AL,38347,,
1C,42375939,BU,S,X,,246 Gilmore Course,Stop 1005 SPD,,,Amandatown,SC,85034,Sangamon,18.0
1C,42376504,BU,P,X,,36543 Maria Land,,,,Kristinberg,VA,43546,Sangamon,18.0
1C,42378660,HO,P,X,,3027 James Station Apt. 976,,,,West Brittany,AR,12977,Macon,13.0
1C,42379359,HO,P,X,,169 Danielle Grove Suite 996,,,,Annaborough,ME,43191,Christian,13.0
1C,42385426,HO,P,X,,USS Hernandez,,,,Ronniehaven,HI,30024,Champaign,13.0
1C,42386316,HO,P,X,,923 Foster Underpass Suite 536,,,,Sotoside,NM,95195,Madison,13.0
1C,42386498,HO,P,X,,047 Davis Court Suite 081,,,,Timothybury,IL,33245,McLean,13.0
1C,42393714,HO,P,X,,2234 Elizabeth Port,,,,Haynesview,OK,51685,Macon,13.0
1C,42394296,HO,P,X,,690 Hopkins Mountain,,,,North Loriside,VA,35917,Champaign,13.0
1C,42417109,HO,P,X,,93597 Johnson Crescent Suite 435,,,,Port Michael,MI,63670,McLean,13.0
1C,42435101,HO,P,X,,110 Hernandez Summit,,,,Duffyburgh,SC,57381,Champaign,13.0
1C,42461397,HO,P,X,,00335 Matthew Estates,,,,South Christopherfurt,CA,24147,Macon,13.0
1C,42464820,HO,P,X,,9442 Walton Port,,,,Harrisport,CO,13912,Macon,13.0
1C,42481823,HO,P,X,,3806 Douglas Viaduct Suite 291,,,,APO AP 04921,AL,25747,McLean,13.0
1C,42510620,HO,P,X,,311 Brandon Hills Suite 364,,,,Lake Brandon,KS,5127,Champaign,13.0
1C,42524869,HO,P,X,,3617 Amy Knoll,,,,Madisonland,IA,22667,Macoupin,13.0
1C,42565515,HO,P,X,,51838 Williamson Hollow,,,,Lake Jessica,OK,13611,Christian,13.0
1C,42567611,HO,P,X,,418 Michael Views,,,,West Maria,NE,23462,Champaign,13.0
1C,42633917,HO,P,X,,2801 Adam Curve,,,,Joshualand,CA,71654,Sangamon,13.0
1C,42634919,HO,P,X,,419 Sean Street Suite 594,,,,Barrettmouth,DC,80650,Champaign,13.0
1C,42634927,HO,P,X,,56835 Lauren Pine Suite 099,,,,West Jameston,LA,81325,Champaign,13.0
1C,42634956,HO,P,X,,3343 Conner Points Apt. 646,,,,West Anne,MI,62452,Champaign,13.0
1C,42634997,HO,P,X,,8702 Lucero River,,,,Ronaldside,DC,65152,Champaign,13.0
1C,42635030,HO,P,X,,6223 Flynn Coves,,,,FPO AP 90987,NY,9493,Champaign,13.0
1C,42635071,HO,P,X,,826 Rebecca Underpass Apt. 554,,,,Port Desiree,OH,31533,Madison,13.0
1C,42635076,HO,P,X,,USCGC Harrison,,,,East Kathrynville,NM,10133,Jersey,13.0
1C,42635886,HO,P,X,,32941 Watson Orchard,,,,Johnborough,NC,81579,Christian,13.0
1C,42641458,HO,P,X,,90891 Ross Islands Suite 453,,,,East Jesusbury,VA,85696,Rockingham,1.0
1C,42641528,HO,P,X,,4121 Jones Bypass Apt. 807,,,,Kaitlynshire,AK,33891,Champaign,13.0
1C,42641702,HO,P,X,,"PSC 1348, Box 0250",,,,Jacobton,NJ,74566,Champaign,13.0
1C,42641758,HO,P,X,,5771 Yvette Path,,,,Dennismouth,IL,89929,Dewitt,13.0
1C,42647861,BU,P,X,,70680 Heather Extensions Apt. 617,,,,Paulstad,NV,9383,District Of Columbia,0.0
1C,42648385,HO,S,X,,28449 Gordon Common,,,,North Brian,SD,30302,Champaign,13.0
1C,42648385,BU,S,,,75759 Young Ways Apt. 226,,,,APO AP 89777,MA,33977,Champaign,13.0
1C,42649648,HO,P,X,,37660 Bennett Burg,,,,North Timothyfort,PA,80080,Madison,13.0
1C,42650106,HO,P,X,,95306 Nicole Track Apt. 635,,,,Christophermouth,WA,84974,McLean,13.0
1C,42650107,HO,P,X,,9950 Courtney Road,,,,Terryland,NV,68933,Macon,13.0
1C,42650108,HO,P,X,,633 Rodney Neck Suite 535,,,,Lucastown,MN,53621,Christian,13.0
1C,42650109,HO,S,X,,38281 Jordan Ridge,,,,Port Wendy,NJ,82514,Champaign,13.0
1C,42650109,BU,S,,,03758 Conner Ferry,,,,Ramseyview,ND,20960,Champaign,13.0
1C,42650110,HO,P,X,,047 Kelly Cliffs,,,,FPO AE 88631,NM,74047,Montgomery,13.0
1C,42650111,HO,P,X,,0399 Luna Isle,,,,North Jeffery,VT,88342,Madison,13.0
1C,42650112,HO,P,X,,04017 Wilson Orchard Suite 583,,,,East Jeffreyport,OR,512,Macon,13.0
1C,42650113,HO,P,X,,747 Perry Place Suite 192,,,,Port Heatherborough,MA,32772,Christian,13.0
1C,42650114,HO,P,X,,059 Potts Turnpike,,,,New Tinashire,FL,98137,Montgomery,13.0
1C,42650115,HO,S,X,,764 Eric Club Suite 521,,,,New Barbaraton,ID,70414,Macon,13.0
1C,42650115,BU,S,,,3269 Samantha Manor Apt. 022,,,,Boonemouth,ND,36509,Macon,13.0
1C,42650116,HO,P,X,,2360 Lisa Shores Suite 567,,,,Robertburgh,MN,96333,Madison,13.0
1C,42650117,HO,P,X,,Unit 5725 Box 5508,,,,Millershire,UT,2253,Christian,13.0
1C,42650118,HO,P,X,,6908 Eric Mission,,,,Lopezside,MN,79438,Montgomery,13.0
1C,42650119,HO,S,X,,841 Moore Land,,,,East Lisaland,ME,94215,Madison,13.0
1C,42650119,BU,S,,,1532 Dalton Circles Suite 031,,,,Kristaville,OK,30755,Madison,13.0
1C,42650120,HO,P,X,,7240 Carrie Club,,,,Dianemouth,RI,6102,Sangamon,13.0
1C,42650121,HO,P,X,,72240 Danny Streets,,,,Lake Michaelview,KS,98007,Champaign,13.0
1C,42650122,HO,P,X,,581 Meagan Ford,,,,FPO AP 41751,MI,28293,Piatt,13.0
1C,42650123,HO,P,X,,86462 Lopez Drive Suite 452,,,,Susanshire,MN,88959,Champaign,13.0
1C,42650124,HO,P,X,,474 Joshua Center,,,,Lake Julie,TX,49381,Madison,13.0
1C,42650125,HO,S,X,,2336 Cody Forges Apt. 008,,,,New Tammyborough,NC,76586,Macon,13.0
1C,42650125,BU,S,,,707 Medina Spurs Apt. 538,,,,East Dawn,NM,80245,Macon,13.0
1C,42650126,HO,P,X,,849 Jennifer Village,,,,DPO AA 71370,RI,35586,Sangamon,13.0
1C,42650127,HO,P,X,,2231 Myers Road,,,,West Katherineborough,MS,62169,McLean,13.0
1C,42650128,HO,P,X,,7843 Swanson Isle,,,,West Jermaine,UT,13237,Bond,13.0
1C,42650129,HO,P,X,,87364 Matthew Viaduct,,,,Noahland,RI,99873,Sangamon,13.0
1C,42650130,HO,P,X,,970 Austin Harbor Suite 513,,,,North Brendaborough,MS,14863,Macon,13.0
1C,42650155,HO,P,X,,3366 Amanda Mall,,,,Lisamouth,WY,26172,Champaign,13.0
1C,42650242,HO,P,X,,844 Daniel Pike,,,,Owenhaven,NH,12964,Champaign,13.0
1C,42650518,HO,P,X,,500 Mcneil Way,,,,Port Brandyberg,VA,58891,Macon,13.0
1C,42650609,HO,S,X,,5507 Howard Union,,,,Port Andrewberg,UT,59747,Montgomery,13.0
1C,42650609,BU,S,,,USNV Jacobs,,,,Carlberg,WA,56684,Montgomery,13.0
1C,42650877,HO,P,X,,55094 Hall Station Suite 549,,,,Nicholasberg,FL,54989,Montgomery,13.0
1C,42651046,HO,P,X,,6946 Fred Summit,,,,Port Rita,NC,3342,McLean,13.0
1C,42651132,HO,P,X,,77886 Michael View Suite 001,,,,DPO AA 34864,AK,45432,Champaign,13.0
1C,42651234,HO,P,X,,367 Morgan Pass,,,,Lake Richardfort,AR,55759,Macon,13.0
1C,42651246,HO,P,X,,05916 Stephanie Green Suite 290,,,,DPO AA 31963,IL,88410,Champaign,13.0
1C,42651284,HO,P,X,,8655 Montgomery Ville Apt. 905,,,,Longside,ME,29289,Macon,13.0
1C,42651588,HO,P,X,,18341 Michael Keys Apt. 102,,,,South Jeremy,MS,58553,McLean,13.0
1C,42651727,HO,P,X,,1767 Kyle Shoal,,,,Jennyburgh,CA,97023,Sangamon,13.0
1C,42651823,HO,P,X,,"PSC 7703, Box 6203",,,,Leside,MI,16004,Madison,13.0
1C,42651824,HO,P,X,,0029 Christopher Isle,,,,Lake Meganland,NH,37568,McLean,13.0
1C,43618365,OT,S,,,77196 Chaney Route,,,,FPO AE 73915,AR,96625,,
1C,42651865,HO,P,X,,Unit 9044 Box 8710,,,,West Melanie,WY,37370,Jersey,13.0
1C,42651986,HO,P,X,,89720 Davis Loop Suite 265,,,,Princeshire,MS,27530,McLean,13.0
1C,42651994,HO,P,X,,4945 Michael Drives,,,,West Justin,VA,11195,Madison,13.0
1C,42652058,HO,P,X,,42811 Adam Harbors,,,,Markville,WV,55265,McLean,13.0
1C,42652198,HO,P,X,,897 Billy Row,,,,Rebeccamouth,LA,2700,Madison,13.0
1C,42652450,HO,P,X,,683 Franklin Point Apt. 696,,,,Flemingmouth,VA,38536,McLean,13.0
1C,42652551,HO,P,X,,9205 Courtney Flats,,,,Russellfurt,IN,47911,Macon,13.0
1C,42652672,HO,P,X,,23105 Laura Bridge Apt. 913,,,,Tammymouth,WV,94161,Sangamon,13.0
1C,42657845,HO,P,X,,40486 Ashley Junctions,,,,South Brucechester,CO,82537,Madison,13.0
1C,42667874,HO,P,X,,329 Michael Circle,,,,FPO AP 79507,MS,23549,Jersey,13.0
1C,42668126,HO,P,X,,57509 Susan Trail,,,,Johnfort,FL,85499,Madison,13.0
1C,42671601,HO,P,X,,74473 Brittany Underpass,,,,Michelletown,ND,75492,Sangamon,13.0
1C,42672719,HO,P,X,,8635 Martin Street Suite 005,,,,South Felicia,ME,11980,Piatt,13.0
1C,42674348,HO,P,X,,729 Webb Corners Apt. 593,,,,Rhondaview,PA,23130,Champaign,13.0
1C,42680757,HO,P,X,,756 William Parkway Suite 544,,,,Gutierrezberg,AK,62638,Christian,13.0
1C,42684249,HO,P,X,,701 Jerome Wall Apt. 822,,,,New Diana,WY,72249,,
1C,42684903,BU,P,X,,4593 David Route Suite 629,,,,New Kathy,RI,5217,Champaign,13.0
1C,42693131,HO,P,X,,08182 Carrie Springs,,,,North Timothy,SC,62299,McLean,13.0
1C,42693938,HO,P,X,,25858 Scott Fork,,,,East Jenniferside,ME,75762,Macoupin,13.0
1C,42705633,HO,P,X,,747 Jennifer Walk,,,,Port Edgarfort,VA,95246,Champaign,13.0
1C,42711229,HO,P,X,,71369 Lauren Plaza Apt. 611,,,,Lake Jim,AL,91035,Madison,13.0
1C,42715846,HO,P,X,,3117 Stephanie Springs,,,,Baileymouth,LA,32747,Madison,13.0
1C,42718278,HO,S,X,,6620 Rose Lodge,,,,Angelicaland,ME,84176,Piatt,13.0
1C,42718278,BU,S,,,93248 Miller Crossroad Apt. 147,,,,Crystaltown,KS,50951,Piatt,13.0
1C,42721322,HO,P,X,,119 Brenda Union,,,,APO AE 62088,NJ,57493,Madison,13.0
1C,42723859,HO,P,X,,94414 Martinez Trafficway,,,,Port Kathleenberg,LA,34337,Macon,13.0
1C,42725738,HO,P,X,,72127 Mary Ridges Suite 910,,,,Wilsonfurt,WI,76042,Champaign,13.0
1C,42727830,HO,P,X,,Unit 4773 Box 9544,,,,Nataliemouth,MA,76165,Macon,13.0
1C,42731923,HO,P,X,,33842 Palmer Land Suite 577,,,,Maryberg,AR,92688,McLean,13.0
1C,42734137,HO,P,X,,28018 Lee Station,,,,FPO AE 41067,KY,43803,Champaign,13.0
1C,42735926,HO,P,X,,0613 Nicholas Port,,,,West Antonio,DE,670,McLean,13.0
1C,42737805,HO,P,X,,95028 Rogers Spurs Apt. 054,,,,New Cody,NV,43981,McLean,18.0
1C,42742259,HO,P,X,,8838 Nicole Creek Suite 306,,,,North Denisestad,CO,76975,Madison,13.0
1C,42745492,HO,P,X,,8992 Christopher Expressway Apt. 045,,,,Melodyborough,MN,57923,Macoupin,13.0
1C,42746597,HO,P,X,,3598 Baker Land,,,,South Juan,WA,86474,Champaign,13.0
1C,42751653,BU,P,X,,92244 Case Islands Apt. 363,"Second and D Streets, Sw, Room 402",,,North Timothyhaven,ND,52513,District Of Columbia,0.0
1C,42753319,HO,P,X,,1132 Weber Port,,,,East Josephberg,NH,84582,Madison,13.0
1C,42756919,HO,P,X,,849 Khan Fort Suite 667,,,,Reedmouth,IL,36346,Champaign,13.0
1C,42757983,HO,P,X,,597 Rhonda Parks Suite 103,,,,Lukebury,UT,59318,Champaign,13.0
1C,42759232,BU,P,X,,9267 James Drive Suite 929,,,,Williamsbury,MI,92427,District Of Columbia,0.0
1C,42762223,HO,P,X,,343 Willie Brooks,,,,Lake Josephmouth,PA,55029,Champaign,13.0
1C,42764792,HO,P,X,,17297 Robin Shoal,,,,South Ricky,MA,9489,McLean,13.0
1C,42766420,BU,P,X,,8756 Rodriguez Drive Apt. 741,,,,Dianaland,WA,86232,District Of Columbia,0.0
1C,42766889,HO,P,X,,1874 Jarvis Common,,,,East Josephville,AZ,84893,Champaign,13.0
1C,42768254,HO,P,X,,"PSC 0015, Box 0652",,,,Franklinshire,CA,13648,Macon,13.0
1C,42768279,HO,S,X,,948 Jennifer Village,,,,Robertport,GA,92532,Christian,13.0
1C,42768279,BU,S,,,730 Holland Skyway Suite 379,,,,Lake Cynthia,NV,30604,Christian,13.0
1C,42768740,BU,P,X,,273 King Field,,,,Jennifertown,IA,5061,District Of Columbia,0.0
1C,42769771,BU,P,X,,USCGC Reid,,,,Lake Sabrinaview,DC,16833,,
1C,42770303,HO,P,X,,71337 Pearson Estates Apt. 980,,,,Port Christina,WV,43014,Christian,13.0
1C,42771136,BU,P,X,,7185 Snow Walks,,,,Port Nancy,ID,90950,District Of Columbia,0.0
1C,42779370,BU,P,X,,3846 Parker Lane Apt. 400,Library of Congress,,,Fordhaven,AR,85933,District Of Columbia,0.0
1C,42780760,HO,P,X,,USCGC Johnson,,,,Phillipsburgh,KY,36798,Sangamon,13.0
1C,42784799,HO,P,X,,92982 Livingston Crest Apt. 835,,,,FPO AE 26428,NV,36509,Madison,13.0
1C,42786874,HO,S,,,04467 Foster Garden,,,,Martinezbury,MI,82265,Champaign,13.0
1C,42786874,BU,S,X,,1126 Victoria Brook Apt. 836,,,,Campbellland,WA,54020,Champaign,13.0
1C,42789846,HO,P,X,,5488 Teresa Village Suite 400,,,,Onealfort,PA,35512,McLean,18.0
1C,42795925,HO,S,X,,90584 Kimberly Fall Suite 606,,,,Johnshire,NC,4219,Jersey,13.0
1C,44247013,BU,S,,,6078 Hansen Extensions Apt. 588,,,,Gillstad,NE,52029,,
1C,42795925,BU,S,,,3775 Anthony Springs Apt. 787,,,,FPO AE 60028,AK,88768,Jersey,13.0
1C,42797779,HO,P,X,,21103 Dustin Street,,,,Powersborough,IA,67113,Macoupin,13.0
1C,42811647,HO,P,X,,81452 Brooks Bypass,,,,West Gerald,GA,74048,Champaign,13.0
1C,42818327,HO,P,X,,67514 Meagan Flat,,,,Isaacmouth,CA,80153,Sangamon,13.0
1C,42825986,HO,P,X,,66308 Sexton Trafficway Apt. 833,,,,Lake Kimberly,NY,44294,Piatt,13.0
1C,42826245,HO,P,X,,076 Kelly Mountains,,,,Nelsonberg,NM,22692,Jersey,13.0
1C,42826451,HO,P,X,,3604 John Road Suite 866,,,,FPO AE 44657,NJ,45179,Macon,13.0
1C,42826501,HO,P,X,,7752 Perkins Park Apt. 271,,,,West Robert,WY,27404,Sangamon,13.0
1C,42826537,HO,P,X,,452 Garcia Greens,,,,Robinmouth,WY,75137,Madison,13.0
1C,42826693,HO,P,X,,"PSC 2368, Box 4378",,,,Alfredbury,MN,17733,,13.0
1C,42827007,HO,P,X,,"PSC 6152, Box 5070",,,,Terrytown,MO,85959,Piatt,13.0
1C,42827008,HO,P,X,,USNV Wilson,,,,Markburgh,NJ,73735,Montgomery,13.0
1C,42827045,HO,S,X,,0993 Thompson Glens Suite 700,,,,New Joshuaton,HI,6985,McLean,13.0
1C,42827045,BU,S,,,3283 Laura Shoal Suite 739,,,,Smithview,MI,83940,McLean,13.0
1C,42827099,HO,P,X,,7160 Christine Parks,,,,Cherrystad,NM,87498,Madison,13.0
1C,42827129,HO,S,X,,19035 Monica Estate,,,,South Markland,MD,3618,Piatt,13.0
1C,42827129,BU,S,,,119 Larry Lock Apt. 696,,,,Port Darrell,ME,95287,,
1C,42827129,OT,S,,,21963 Noah Trafficway,,,,Wardfort,NE,42836,Piatt,13.0
1C,42827150,HO,P,X,,"PSC 9306, Box 9464",,,,South Gina,IN,28292,Sangamon,13.0
1C,42827193,HO,P,X,,176 Kristina Hollow,,,,East Arthurville,CO,62491,Jersey,13.0
1C,42827202,HO,S,X,,88458 Tristan Hollow,,,,Dianechester,WY,29710,Jersey,13.0
1C,42827202,BU,S,,,15628 Martin Port,,,,New Andreaside,SC,5722,Jersey,13.0
1C,42827326,HO,P,X,,563 Ward Wall,,,,Riverabury,VT,13380,Champaign,13.0
1C,42827338,HO,P,X,,482 Kathleen Cape Suite 248,,,,South Samuelburgh,ME,39130,Christian,13.0
1C,42827349,HO,P,X,,351 Armstrong Run Suite 528,,,,Mcintoshstad,UT,2066,Champaign,13.0
1C,42827848,HO,P,X,,0205 Tracy Motorway,,,,Susanchester,PA,54839,Madison,13.0
1C,42827971,HO,P,X,,8872 Anthony Camp Apt. 072,,,,Brianside,NY,82783,Greene,13.0
1C,42828067,HO,P,X,,Unit 8674 Box 3630,,,,Acostaville,VT,55967,Champaign,13.0
1C,42828158,HO,P,X,,77634 John Harbor,,,,West Meagan,MA,7922,Sangamon,13.0
1C,42828164,HO,P,X,,48048 Frederick Inlet Suite 676,,,,Morenoshire,KY,51637,Champaign,13.0
1C,42828182,HO,S,X,,48360 Kevin Falls Apt. 576,,,,North Danielle,WA,18311,Champaign,13.0
1C,42828182,BU,S,,,391 Underwood Landing,,,,West Ryan,MO,45223,,
1C,42828182,OT,S,,,"PSC 9755, Box 3585",,,,New Matthew,MN,76688,,
1C,42828284,HO,P,X,,30222 Daniel Greens,,,,Schmittport,OH,23434,Piatt,13.0
1C,42828311,HO,P,X,,3247 Stephen Crossing,,,,Mikestad,AK,39872,Macon,13.0
1C,42828328,HO,P,X,,28875 Walsh Pines,,,,Thomasfurt,AR,12771,Madison,13.0
1C,42828374,HO,P,X,,41087 Sanchez Station Apt. 593,,,,East Robert,NY,3502,Montgomery,13.0
1C,42828436,HO,P,X,,492 Smith Mission,,,,North Michaelmouth,CO,9715,Greene,13.0
1C,42828549,HO,P,X,,801 Darren Extension,,,,South Austinland,WA,41106,Macon,13.0
1C,42828587,HO,P,X,,50929 Cox Springs,,,,North Christian,ID,72108,Champaign,13.0
1C,42828661,HO,P,X,,11839 Walker Brooks,,,,Frederickburgh,IL,28946,Madison,13.0
1C,42828665,HO,P,X,,65198 Jessica Course Suite 566,,,,Davidhaven,MA,65976,Jersey,13.0
1C,42828670,HO,P,X,,2344 Jessica Estate,,,,Mooreshire,IL,20582,Jersey,13.0
1C,42828675,HO,P,X,,861 Allison Hills Suite 481,,,,New Scotttown,PA,60583,Macoupin,13.0
1C,42828822,HO,P,X,,9918 Connie Turnpike,,,,Cindyside,MA,32703,Montgomery,13.0
1C,42828823,HO,P,X,,45946 Fox Divide,,,,North Michellestad,VA,80868,Sangamon,13.0
1C,42828846,HO,P,X,,047 Gutierrez Rapid,,,,FPO AA 83474,SD,77145,Montgomery,13.0
1C,42829047,HO,P,X,,84318 Suzanne Street,,,,Lake Patricia,OH,51891,Sangamon,13.0
1C,42829056,HO,P,X,,08012 Ann Fall Apt. 947,,,,East Adam,HI,28805,Macon,13.0
1C,42829076,HO,P,X,,83065 Sloan Garden Apt. 380,,,,South Stacyport,TN,3306,Champaign,13.0
1C,42829281,HO,P,X,,22139 Cynthia Springs,,,,Casefurt,VT,90038,Madison,13.0
1C,42836016,HO,P,X,,3616 Lewis Fork Apt. 965,,,,Port Steven,WA,34284,Macoupin,13.0
1C,42852766,HO,S,X,,USNV Washington,,,,North Michaelhaven,NY,12643,Vermilion,15.0
1C,42852766,BU,S,,,0387 Palmer Roads Apt. 256,,,,North Joseph,CA,54532,,
1C,42852766,OT,S,,,815 Dawn Hollow,,,,FPO AP 68134,OR,28579,,
1C,42853334,HO,P,X,,25567 Chen Bridge Apt. 532,,,,Rangelville,PA,26198,Champaign,13.0
1C,42853355,HO,P,X,,334 Green Route,,,,West Jennifertown,CO,23515,Macon,13.0
1C,42853795,HO,P,X,,023 Caldwell Ranch,,,,Port Paula,AR,27494,Macon,13.0
1C,42853875,BU,P,X,,95516 Fernando Loop,,,,Johnsonburgh,FL,60036,Champaign,13.0
1C,42853916,HO,P,X,,724 Sean Union,,,,Tammymouth,NV,99851,Christian,13.0
1C,42861532,HO,P,X,,683 Daugherty Manors Suite 596,,,,DPO AE 30961,NJ,28251,Champaign,13.0
1C,42865210,HO,S,X,,49649 Angela Fork Apt. 287,,,,West Brett,SD,56988,Macon,13.0
1C,42865210,BU,S,,,342 Kristine Causeway,,,,North Gloria,SC,25882,,
1C,42865210,OT,S,,,93910 Matthew Tunnel Suite 671,,,,Aliciaburgh,CO,96432,,
1C,42874774,HO,S,X,,474 White Gardens Suite 636,,,,West Ericbury,IN,89857,Champaign,13.0
1C,42874774,BU,S,,,678 Juan Roads Apt. 400,,,,DPO AP 71122,MS,84904,Champaign,13.0
1C,42892449,HO,P,X,,6198 Farrell Parkways,,,,West Tylerside,IN,88406,Champaign,13.0
1C,42893134,HO,P,X,,8242 Jonathan Walks,,,,Alexisberg,FL,56369,Sangamon,13.0
1C,42894319,HO,P,X,,"PSC 8588, Box 2202",,,,Haleton,TN,98568,Montgomery,13.0
1C,42898323,HO,P,X,,4628 Hill Locks,,,,Port Kimberly,CO,19895,Champaign,13.0
1C,42898446,HO,P,X,,097 Grant Dam Suite 495,,,,Laurachester,WY,58213,Montgomery,13.0
1C,42900588,HO,P,X,,2616 Romero Row,,,,Port Albert,NE,71284,McLean,13.0
1C,42902944,HO,P,X,,USNS Williams,,,,South Joelhaven,AK,31212,Douglas,15.0
1C,42903063,HO,P,X,,34714 Craig Courts,,,,East Briannafurt,OR,33220,Madison,13.0
1C,42904689,HO,P,X,,30632 Green Squares,,,,Amyberg,VT,32782,Sangamon,13.0
1C,42907886,HO,P,X,,991 Goodwin Crest Apt. 945,,,,East Gina,NC,65081,Sangamon,13.0
1C,42909490,HO,P,X,,9229 Patricia Motorway,,,,Amyton,IA,85831,Jersey,13.0
1C,42915166,HO,P,X,,807 Martin Views,,,,Melissaview,CT,61931,Sangamon,13.0
1C,42918674,HO,P,X,,"PSC 4093, Box 9612",,,,East Vickiefurt,MA,53859,Champaign,13.0
1C,42929950,HO,P,X,,Unit 5403 Box 8435,,,,Davidburgh,AZ,94690,Macon,13.0
1C,42935964,HO,P,X,,653 Anderson Turnpike Apt. 503,,,,Lake Juliechester,NM,98431,Madison,13.0
1C,42941179,HO,P,X,,598 Timothy Throughway Apt. 703,,,,Ryanside,AR,55401,Dewitt,13.0
1C,42951335,HO,P,X,,69558 Foster Ridge Apt. 227,,,,Lake Justin,NC,22013,Jersey,13.0
1C,42951692,HO,P,X,,959 Stone Parkway Suite 975,,,,Lake Nathanborough,OR,59374,Macoupin,13.0
1C,42951703,HO,P,X,,4436 Lisa Shore Apt. 021,,,,West Nicholas,NE,80990,Macon,13.0
1C,42952937,HO,P,X,,5483 Valerie Villages,,,,Colemanbury,NY,99473,Los Angeles,27.0
1C,42953645,HO,P,X,,163 Gerald Squares Apt. 237,,,,DPO AP 51232,NC,88496,McLean,13.0
1C,42955466,HO,P,X,,778 Roth Rapid Suite 254,,,,Jamesview,IN,66135,Madison,13.0
1C,42957964,HO,S,X,,4210 Martinez Loop Apt. 959,,,,DPO AE 08620,AR,37908,Macon,13.0
1C,42957964,BU,S,,,3633 Lopez Glens,,,,North Tiffanyport,TN,57028,,
1C,42957964,OT,S,,,USCGC Greene,,,,South Melissa,WA,90226,,
1C,42958159,HO,P,X,,44774 Shaw Trail,,,,West David,TX,14689,Champaign,13.0
1C,42959964,HO,P,X,,551 John Locks,,,,FPO AP 88001,HI,58119,Piatt,13.0
1C,42962641,HO,P,X,,305 Fuller Alley Apt. 729,,,,New Tina,ME,17369,Sangamon,13.0
1C,42963358,HO,P,X,,Unit 9929 Box 4951,,,,South Travisstad,NV,53463,Madison,13.0
1C,42964044,HO,P,X,,404 Campbell Forks Suite 103,,,,Katieton,WI,33133,Champaign,13.0
1C,42964048,HO,P,X,,8723 Jason Square Apt. 865,,,,Amandamouth,AR,21061,Macon,13.0
1C,42964117,HO,P,X,,410 Martinez Summit,,,,Adrianport,AR,58351,Champaign,13.0
