Record Type,Constituent ID,Individual Type,Prefix,First Name,Middle Name,Last Name,Suffix,Appellation,Salutation,Date of Birth,No Mail Flag,Deceased Flag
1A,42376504,CS,Mr.,Eric,A.,Stewart,,,Mr. Stewart,19940415.0,,
1A,42378660,CS,Ms.,Arthur,S.,Burchinal,,,Ms. Burchinal,19460126.0,,
1A,42379359,CS,Mrs.,Eva,Randal,Lat,,,Mrs. Lat,19390421.0,,
1A,42379480,CS,Mr.,Linnea,John,Hoskins,,,Mr. Hoskins,19621107.0,,
1A,42381844,CS,Mr.,Beatriz,F.,Prado,,,Mr. Prado,19010426.0,,
1A,42385426,CS,Mr.,Tammie,M.,Scott,CAPT USNR RET,,Mr. Scott,20091104.0,,
1A,42386316,CS,Ms.,Hazel,A.,Pires,,,Ms. Pires,19320409.0,,
1A,42386498,CS,Mr.,Rene, ,Miller,,,Mr. Miller,,,
1A,42393714,CS,Ms.,Penney,H.,Saavedra,,,Ms. Saavedra,19090524.0,,
1A,42394296,CS,Mr.,Mary,Duane,Greenlaw,,,Mr. Greenlaw,,,
1A,42417109,CS,Mrs.,James,C.,Powers,,,Mrs. Powers,19910701.0,,
1A,42435101,CS,Mrs.,Karl,M.,Larose,,,Mrs. Larose,20081114.0,,
1A,42461397,CS,Ms.,Wilford,Mary,Brookins,,,Ms. Brookins,19990717.0,,
1A,42464820,CS,Ms.,Perla,E.,Bailey,,,Ms. Bailey,19340708.0,,
1A,42481823,CS,Ms.,Michael,L.,Ribble,,,Ms. Ribble,19560901.0,,
1A,42510620,CS,Ms.,Harold,S.,Freeman,,,Ms. Freeman,19381012.0,,
1A,42516743,CS,Mrs.,Timothy,Deborah,Mondragon,,,Mrs. Mondragon,19230827.0,,
1A,42524869,CS,Mr.,Robert,R.,Spellman,,,Mr. Spellman,19370419.0,,
1A,42565515,CS,Ms.,Bernard,Miranda,Fujioka,,,Ms. Fujioka,19901118.0,,
1A,42567611,CS,Mrs.,Ramiro,G.,Merrick,,,Mrs. Merrick,19400202.0,,
1A,42614314,CS,Ms.,Anthony,E.,Henry,,,Ms. Henry,19811218.0,,
1A,42633917,CS,Ms.,Jim,A.,Buckwalter,,,Ms. Buckwalter,19710508.0,,
1A,42634919,CS,Mr.,Melvin,M.,Williams,,,Mr. Williams,19681117.0,,
1A,42634927,CS,Ms.,Clyde,K.,Venkus,,,Ms. Venkus,19391021.0,,
1A,42634956,CS,Ms.,Anthony,R.,Fouche,,,Ms. Fouche,,,
1A,42634997,CS,Mrs.,Tanisha,Alfonso,Stoops,,,Mrs. Stoops,,,
1A,42635030,CS,Mrs.,Shawn,A.,Nichols,,,Mrs. Nichols,19700124.0,,
1A,42635071,CS,Mr.,Janet, ,Popp,,,Mr. Popp,19741024.0,,
1A,42635076,CS,Ms.,James,J.,Nilsson,,,Ms. Nilsson,,,
1A,42635886,CS,Ms.,Daniel, ,Baldwin,,,Ms. Baldwin,19770110.0,,
1A,42641096,CS,Ms.,Daniel,Willie,Renyer,,,Ms. Renyer,19591022.0,,
1A,42641458,CS,Ms.,Dennis,L.,Childress,,,Ms. Childress,19870906.0,,
1A,42641528,CS,Ms.,Justin,C.,Mitchell,,,Ms. Mitchell,19310821.0,,
1A,42641695,CS,Mrs.,Mary, ,Rose,,,Mrs. Rose,19350316.0,,
1A,42641702,CS,Ms.,Ann,D.,Wallace,,,Ms. Wallace,19360621.0,,
1A,42641758,CS,Mr.,Gerald,P.,Barney,,,Mr. Barney,19411212.0,,
1A,42647861,CS,Mr.,Tonia,A.,Mcpherson,,,Mr. Mcpherson,,,
1A,42648385,CS,Mrs.,John,G.,Mixson,,,Mrs. Mixson,,,
1A,42649648,CS,Ms.,Julio,G.,Martinez,Jr.,,Ms. Martinez,19050430.0,,
1A,42650106,CS,Ms.,Brittany,S.,Steele,,,Ms. Steele,19971025.0,,
1A,42650107,CS,Mr.,Scott,A.,Henderson,,,Mr. Henderson,19510413.0,,
1A,42650108,CS,Ms.,Jose,T.,Capps,,,Ms. Capps,19041112.0,,
1A,42650109,CS,Ms.,Wanda,R.,Erickson,,,Ms. Erickson,19011218.0,,
1A,42650110,CS,Mrs.,Suzanne,Joel,Henderson,,,Mrs. Henderson,19350702.0,,
1A,42650111,CS,Mrs.,Robert,R.,Williams,,,Mrs. Williams,19160216.0,,
1A,42650112,CS,Mrs.,Victor,R.,Garcia,,,Mrs. Garcia,19440604.0,,
1A,42650113,CS,Mrs.,Cynthia,S.,Ruano,,,Mrs. Ruano,19420425.0,,
1A,42650114,CS,Mrs.,Margaret, ,Wilburn,,,Mrs. Wilburn,19470702.0,,
1A,42650115,CS,Ms.,Ben, ,Morrissey,,,Ms. Morrissey,19211201.0,,
1A,42650116,CS,Mrs.,Daniel,Sophia,Davila,,,Mrs. Davila,19880413.0,,
1A,42650117,CS,Ms.,Michael, ,Gordon,,,Ms. Gordon,,,
1A,42650118,CS,Ms.,Scott,R.,Jeffcoat,,,Ms. Jeffcoat,19960909.0,,
1A,42650119,CS,Mrs.,Shirley,William,Dixon,,,Mrs. Dixon,19570715.0,,
1A,42650120,CS,Mr.,Estella,J.,Barajas,,,Mr. Barajas,19110131.0,,
1A,42650121,CS,Mr.,Carol,K.,Sanderson,,,Mr. Sanderson,19211029.0,,
1A,42650122,CS,Ms.,Charles,T.,Anders,,,Ms. Anders,,,
1A,42650123,CS,Ms.,Patricia,Janet,Odom,,,Ms. Odom,19621228.0,,
1A,42650124,CS,Mr.,Jonathan,Gary,Atwood,,,Mr. Atwood,19130111.0,,
1A,42650125,CS,Mr.,Rosemarie,W.,Burbank,,,Mr. Burbank,19230822.0,,
1A,42650126,CS,Mrs.,Ronald,D.,Buchanan,,,Mrs. Buchanan,,,
1A,42650127,CS,Mr.,Christopher,K.,Seese,,,Mr. Seese,19570630.0,,
1A,42650128,CS,Ms.,Corliss,P.,Sims,,,Ms. Sims,19840102.0,,
1A,42650129,CS,Mrs.,Byron,Norman,Justice,,,Mrs. Justice,,,
1A,42650130,CS,Ms.,John,J.,Reyna,,,Ms. Reyna,20000504.0,,
1A,42650155,CS,Ms.,Candace,J.,Stein,,,Ms. Stein,19890807.0,,
1A,42650242,CS,Mrs.,Agnes,P.,Fiedler,,,Mrs. Fiedler,19931007.0,,
1A,42650518,CS,Mrs.,Georgia,R.,Theriault,,,Mrs. Theriault,,,
1A,42650609,CS,Mr.,Mary,J.,Weathers,,,Mr. Weathers,,,
1A,42650877,CS,Mr.,Raymond,C.,Morrison,,,Mr. Morrison,19060412.0,,
1A,42651046,CS,Mr.,Carlos, ,Johnson,,,Mr. Johnson,19861006.0,,
1A,42651132,CS,Mr.,Donna,Crystal,Kubo,,,Mr. Kubo,19831226.0,,
1A,42651234,CS,Mrs.,Joshua,P.,Anderson,,,Mrs. Anderson,20030802.0,,
1A,42651246,CS,Mr.,Gary,S.,Buisson,,,Mr. Buisson,,,
1A,42651284,CS,Ms.,James,R.,Lilly,,,Ms. Lilly,19280509.0,,
1A,42651588,CS,Ms.,Theodore,M.,Dyer,,,Ms. Dyer,20090610.0,,
1A,42651727,CS,Ms.,Gloria, ,Lewis,,,Ms. Lewis,20060921.0,,
1A,42651823,CS,Mr.,Arturo,M.,Bryan,,,Mr. Bryan,,,
1A,42651824,CS,Mrs.,Vincent, ,Garland,,,Mrs. Garland,19370118.0,,
1A,42651865,CS,Mrs.,Mildred,L.,Scharf,,,Mrs. Scharf,,,
1A,42651986,CS,Mr.,Dawn,H.,Merritt,,,Mr. Merritt,19841031.0,,
1A,42651994,CS,Mr.,William,D.,Cantrell,,,Mr. Cantrell,19430515.0,,
1A,42652058,CS,Mr.,Ann,M.,Phillips,,,Mr. Phillips,19360422.0,,
1A,42652198,CS,Ms.,Thomas, ,Cockrill,,,Ms. Cockrill,20080902.0,,
1A,42652450,CS,Mr.,Suzanne,V.,Weisenfluh,,,Mr. Weisenfluh,20091220.0,,
1A,42652551,CS,Ms.,Suzanne, ,Dailey,,,Ms. Dailey,19571225.0,,
1A,42652672,CS,Mr.,Larry,B.,Blackwell,,,Mr. Blackwell,,,
1A,42657845,CS,Mr.,Meredith,L.,Scamehorn,,,Mr. Scamehorn,19551110.0,,
1A,42667874,CS,Mr.,James,S.,Waltz,,,Mr. Waltz,19660727.0,,
1A,42668126,CS,Mrs.,Justin,S.,Laigle,,,Mrs. Laigle,19600914.0,,
1A,42671601,CS,Mr.,Judy,John,Linthicum,,,Mr. Linthicum,19960626.0,,
1A,42672719,CS,Ms.,Tabitha,E.,Reul,,,Ms. Reul,20010217.0,,
1A,42674348,CS,Ms.,Matthew,G.,Beckett,,,Ms. Beckett,19611027.0,,
1A,42680757,CS,Mr.,Justin, ,Blankenship,,,Mr. Blankenship,19410708.0,,
1A,42684249,CS,Ms.,Edward,T.,Norcross,,,Ms. Norcross,19610111.0,,
1A,42684903,CS,Mrs.,Aileen,M.,Fischer,Jr,,Mrs. Fischer,19420224.0,,
1A,42693131,CS,Ms.,Erika,D.,Andrews,,,Ms. Andrews,19410325.0,,
1A,42693938,CS,Mr.,Minta,P.,Hickman,,,Mr. Hickman,19500211.0,,
1A,42705633,CS,Mr.,Patricia,M.,Anthony,,,Mr. Anthony,,,
1A,42711229,CS,Ms.,Mildred, ,Isaacson,,,Ms. Isaacson,19970611.0,,
1A,42715846,CS,Ms.,Kimberly,S.,Hill,,,Ms. Hill,19341115.0,,
1A,42718278,CS,Ms.,William,Leslie,Laine,,,Ms. Laine,19021001.0,,
1A,42721322,CS,Ms.,Sean,B.,Coles,,,Ms. Coles,19780221.0,,
1A,42723859,CS,Ms.,James,Debra,Diego,,,Ms. Diego,20080912.0,,
1A,42725738,CS,Mr.,Christy, ,Worrell,,,Mr. Worrell,,,
1A,42727014,CS,Mrs.,Lawrence,N.,Jones,,,Mrs. Jones,19970230.0,,
1A,42727830,CS,Mrs.,Elizabeth,Erik,Chapman,,,Mrs. Chapman,19220528.0,,
1A,42731923,CS,Mrs.,Gerald,James,Mccarthy,,,Mrs. Mccarthy,20061228.0,,
1A,42734137,CS,Ms.,Matthew,E.,Grothe,,,Ms. Grothe,19161209.0,,
1A,42735926,CS,Mr.,Julia,Thomas,Battle,,,Mr. Battle,19220218.0,,
1A,42737805,CS,Mr.,Lelia,Cindy,Sargent,,,Mr. Sargent,19930510.0,,
1A,42742259,CS,Mrs.,Justin, ,Niesman,,,Mrs. Niesman,19040630.0,,
1A,42745492,CS,Mr.,Carla,C.,Ungar,,,Mr. Ungar,19780305.0,,
1A,42746597,CS,Ms.,John,M.,Freeman,,,Ms. Freeman,19081207.0,,
1A,42751653,CS,Mr.,Sarah, ,Roque,,,Mr. Roque,20100504.0,,
1A,42753319,CS,Mrs.,Amy,L.,Stephens,,,Mrs. Stephens,19340225.0,,
1A,42756919,CS,Mr.,Daniel,P.,Woomer,,,Mr. Woomer,19670714.0,,
1A,42757983,CS,Mrs.,Kellie,D.,Grant,,,Mrs. Grant,,,
1A,42759175,CS,Mr.,Adam,W.,Quesenberry,,,Mr. Quesenberry,19350308.0,,
1A,42759232,CS,Ms.,Jolene,J.,Lunsford,,,Ms. Lunsford,19830323.0,,
1A,42762223,CS,Mrs.,Louis,B.,Vanconant,,,Mrs. Vanconant,19160218.0,,
1A,42764792,CS,Mrs.,Ryan,P.,Tobar,,,Mrs. Tobar,19560614.0,,
1A,42766420,CS,Ms.,Sarah, ,Gallucci,,,Ms. Gallucci,19901122.0,,
1A,42766889,CS,Mrs.,William,L.,Bishop,,,Mrs. Bishop,19931108.0,,
1A,42768254,CS,Mrs.,Harry,G.,Philbrick,,,Mrs. Philbrick,20070230.0,,
1A,42768279,CS,Mr.,Robyn,F.,Creek,,,Mr. Creek,20101122.0,,
1A,42768740,CS,Ms.,Daniel,John,Cormier,,,Ms. Cormier,,,
1A,42769771,CS,Mr.,Larry,T.,Mangon,,,Mr. Mangon,,,
1A,42770303,CS,Ms.,Zachary,J.,Pilling,,,Ms. Pilling,,,
1A,42771136,CS,Ms.,Patricia,P.,Carraway,,,Ms. Carraway,19430827.0,,
1A,42779370,CS,Ms.,Philip,C.,Weir,,,Ms. Weir,19640601.0,,
1A,42780760,CS,Mrs.,Agustin,S.,Huber,,,Mrs. Huber,20010720.0,,
1A,42784799,CS,Mrs.,Rodney, ,Lawson,,,Mrs. Lawson,19931012.0,,
1A,42786874,CS,Mrs.,Joshua,Frank,Rinehart,,,Mrs. Rinehart,19190626.0,,
1A,42789846,CS,Ms.,Penny,D.,Goldberg,,,Ms. Goldberg,19130908.0,,
1A,42795925,CS,Mr.,Elinor,G.,Neighbors,,,Mr. Neighbors,19460115.0,,
1A,42797779,CS,Mrs.,David,S.,Lewis,,,Mrs. Lewis,19220620.0,,
1A,42811647,CS,Ms.,Angela,S.,Gonzalez,,,Ms. Gonzalez,19040120.0,,
1A,42818327,CS,Ms.,Tony,E.,Reardon,,,Ms. Reardon,19780529.0,,
1A,42825986,CS,Ms.,Nicholas,L.,Wood,,,Ms. Wood,19630210.0,,
1A,42826245,CS,Mrs.,Joann, ,Porras,,,Mrs. Porras,20080706.0,,
1A,42826451,CS,Ms.,Robert,George,Reyes,,,Ms. Reyes,19581126.0,,
1A,42826501,CS,Ms.,Paul,Victor,Mendez,,,Ms. Mendez,,,
1A,42826537,CS,Mrs.,Bradley,David,Cunningham,Jr.,,Mrs. Cunningham,19190526.0,,
1A,42826693,CS,Mr.,James, ,Houser,,,Mr. Houser,20030916.0,,
1A,42827007,CS,Mr.,Lillian,B.,Monaco,,,Mr. Monaco,19811201.0,,
1A,42827008,CS,Mrs.,Herbert,Evelyn,Johnson,,,Mrs. Johnson,19400925.0,,
1A,42827045,CS,Ms.,Warren,Tony,Esquerra,,,Ms. Esquerra,19880608.0,,
1A,42827099,CS,Mr.,Jill,J.,Colyer,,,Mr. Colyer,19871106.0,,
1A,42827129,CS,Mr.,Minnie,J.,Morgan,Jr.,,Mr. Morgan,,,
1A,42827150,CS,Ms.,Robert, ,Lund,,,Ms. Lund,19910811.0,,
1A,42827193,CS,Ms.,Nicole, ,Birch,,,Ms. Birch,19230218.0,,
1A,42827202,CS,Ms.,Andrew,W.,Johnson,,,Ms. Johnson,19220321.0,,
1A,42827326,CS,Mr.,Gloria,P.,Collings,,,Mr. Collings,19350930.0,,
1A,42827338,CS,Ms.,Richard, ,Armstrong,,,Ms. Armstrong,,,
1A,42827349,CS,Mr.,Samuel,M.,Hinton,,,Mr. Hinton,19321011.0,,
1A,42827848,CS,Mrs.,James, ,Ware,,,Mrs. Ware,19590815.0,,
1A,42827971,CS,Mrs.,Linda,J.,Carr,,,Mrs. Carr,19270510.0,,
1A,42828067,CS,Mr.,Danny,H.,Walker,,,Mr. Walker,,,
1A,42828158,CS,Ms.,Tammy,V.,Mallat,,,Ms. Mallat,19680904.0,,
1A,42828164,CS,Mrs.,Frank,R.,Rayburn,,,Mrs. Rayburn,19341108.0,,
1A,42828182,CS,Mr.,Johnetta,M.,Boland,,,Mr. Boland,19990111.0,,
1A,42828284,CS,Mr.,Patrick, ,Hylton,,,Mr. Hylton,20080130.0,,
1A,42828311,CS,Mrs.,Bobbi,R.,King,,,Mrs. King,19480910.0,,
1A,42828328,CS,Mrs.,Amanda,Jacqueline,Pecoraro,,,Mrs. Pecoraro,19020324.0,,
1A,42828374,CS,Mrs.,Cecil,G.,Austin,,,Mrs. Austin,20000821.0,,
1A,42828436,CS,Mr.,Maria,J.,Phillips,,,Mr. Phillips,19500113.0,,
1A,42828549,CS,Ms.,Tammy,J.,Rios,,,Ms. Rios,19730930.0,,
1A,42828587,CS,Ms.,Deanne,M.,Jones,,,Ms. Jones,19481104.0,,
1A,42828661,CS,Ms.,Debra, ,Corrigan,,,Ms. Corrigan,19240512.0,,
1A,42828665,CS,Mrs.,Kara,N.,Blank,,,Mrs. Blank,,,
1A,42828670,CS,Mr.,Sharon,P.,Lee,,,Mr. Lee,19570430.0,,
1A,42828675,CS,Ms.,Emmanuel,H.,Bailey,,,Ms. Bailey,,,
1A,42828822,CS,Ms.,Dora,Roger,Bodreau,,,Ms. Bodreau,19670819.0,,
1A,42828823,CS,Mrs.,Mike, ,Lara,,,Mrs. Lara,,,
1A,42828846,CS,Mrs.,Richard, ,Walker,,,Mrs. Walker,19620523.0,,
1A,42828850,CS,Mrs.,Sarah, ,Mckenzie,,,Mrs. Mckenzie,20040716.0,,
1A,42829047,CS,Mrs.,Clarence,David,French,,,Mrs. French,,,
1A,42829056,CS,Mrs.,Doris,P.,Worden,,,Mrs. Worden,19030814.0,,
1A,42829076,CS,Ms.,Alice,R.,Ponce,,,Ms. Ponce,19350729.0,,
1A,42829281,CS,Mr.,Jacob,M.,Hurst,,,Mr. Hurst,19340103.0,,
1A,42836016,CS,Mrs.,Lisa,D.,Neace,,,Mrs. Neace,19370824.0,,
1A,42852766,CS,Ms.,Moises, ,Fontenot,,,Ms. Fontenot,,,
1A,42853334,CS,Ms.,Betty, ,Andrews,,,Ms. Andrews,19070711.0,,
1A,42853355,CS,Mrs.,Ricky, ,Ashby,,,Mrs. Ashby,19860124.0,,
1A,42853795,CS,Ms.,Mark,Anthony,Villena,,,Ms. Villena,19540620.0,,
1A,42853875,CS,Mrs.,Frank, ,Fuentes,,,Mrs. Fuentes,19561229.0,,
1A,42853916,CS,Mrs.,Katelyn,Irene,Hepworth,,,Mrs. Hepworth,19110117.0,,
1A,42861532,CS,Ms.,Henry, ,Young,,,Ms. Young,,,
1A,42862623,CS,Mrs.,Boyce,W.,Dvorak,,,Mrs. Dvorak,20100712.0,,
1A,42865210,CS,Mrs.,James, ,Smith,,,Mrs. Smith,,,
1A,42874774,CS,Mrs.,Richard,Anthony,Tolbert,,,Mrs. Tolbert,19530931.0,,
1A,42892449,CS,Ms.,William,N.,Anderson,,,Ms. Anderson,19210722.0,,
1A,42893134,CS,Mr.,Craig, ,Moran,,,Mr. Moran,19380614.0,,
1A,42894319,CS,Mr.,Barbara,K.,Smith,,,Mr. Smith,19050117.0,,
1A,42898323,CS,Mr.,Ella,V.,Hickmon,,,Mr. Hickmon,,,
1A,42898446,CS,Mr.,Deborah,L.,Watson,,,Mr. Watson,19690128.0,,
1A,42900588,CS,Mr.,Jennifer,R.,Centini,,,Mr. Centini,19070717.0,,
1A,42902944,CS,Ms.,Sharon,Mike,Ellsworth,,,Ms. Ellsworth,19490714.0,,
1A,42903063,CS,Ms.,Mario,K.,Padilla,,,Ms. Padilla,19220507.0,,
1A,42904689,CS,Ms.,Florence,M.,Bailey,,,Ms. Bailey,19560913.0,,
1A,42907886,CS,Mr.,Dwayne,C.,Dalton,,,Mr. Dalton,,,
1A,42909490,CS,Ms.,Richard,M.,Zahri,,,Ms. Zahri,19571023.0,,
1A,42915166,CS,Mrs.,Richard,J.,Mosher,,,Mrs. Mosher,,,
1A,42918674,CS,Ms.,Gail,M.,Abrams,,,Ms. Abrams,19711021.0,,
1A,42929950,CS,Mr.,Thelma,P.,Vaughn,,,Mr. Vaughn,19190623.0,,
1A,42935962,CS,Mr.,Shelly,Raye,Purcell,,,Mr. Purcell,19070909.0,,
1A,42935964,CS,Mrs.,Marla,A.,Sjogren,,,Mrs. Sjogren,19530922.0,,
1A,42941179,CS,Mr.,Eric,M.,Holland,,,Mr. Holland,19341118.0,,
1A,42951335,CS,Ms.,Joseph, ,Lebron,,,Ms. Lebron,19791231.0,,
1A,42951692,CS,Ms.,Richard,J.,Edwards,,,Ms. Edwards,,,
1A,42951703,CS,Ms.,Sylvia,J.,Hollander,,,Ms. Hollander,19470315.0,,
1A,42952937,CS,Mr.,Christina,M.,Griffeth,,,Mr. Griffeth,19601223.0,,
1A,42953645,CS,Mr.,Richard,H.,Jackson,,,Mr. Jackson,19580816.0,,
1A,42955466,CS,Mr.,Gemma,T.,Guimond,,,Mr. Guimond,19430729.0,,
1A,42957964,CS,Mrs.,Tara,L.,Peoples,,,Mrs. Peoples,19760601.0,,
1A,42958159,CS,Mrs.,Zoe, ,Manz,,,Mrs. Manz,19280518.0,,
1A,42959964,CS,Mr.,Lawrence,David,Schmelzer,,,Mr. Schmelzer,,,
1A,42962641,CS,Ms.,Emanuel,L.,Danforth,JR,,Ms. Danforth,19020522.0,,
1A,42963358,CS,Mr.,Hester,G.,Syers,,,Mr. Syers,,,
1A,42964044,CS,Ms.,Audrey,C.,Owens,,,Ms. Owens,19220809.0,,
1A,42964048,CS,Ms.,Shirley,R.,Bartley,,,Ms. Bartley,,,
1A,42964117,CS,Mrs.,Miguel,Catherine,Lomago,,,Mrs. Lomago,19430228.0,,
1A,42964128,CS,Mr.,Michael, ,York,,,Mr. York,20100923.0,,
1A,42964179,CS,Ms.,Anthony,B.,Baade,,,Ms. Baade,,,
1A,42964204,CS,Mr.,Melba,S.,Lewandowski,,,Mr. Lewandowski,,,
1A,42964310,CS,Mrs.,Jane, ,Roberts,JR,,Mrs. Roberts,19410922.0,,
1A,42964501,CS,Mrs.,Earl,B.,Merritt,,,Mrs. Merritt,20061123.0,,
1A,42964504,CS,Mr.,Ross,T.,Robles,,,Mr. Robles,,,
1A,42964519,CS,Ms.,Irma,J.,Tinsley,,,Ms. Tinsley,19630621.0,,
1A,42964529,CS,Mr.,Rachel,M.,Jackson,,,Mr. Jackson,19081024.0,,
1A,42964536,CS,Mrs.,Walter, ,Pastorin,,,Mrs. Pastorin,19791016.0,,
1A,42964562,CS,Mr.,Andrea,J.,Taylor,,,Mr. Taylor,19960212.0,,
1A,42964578,CS,Mrs.,Terry,W.,Mckay,,,Mrs. Mckay,19510108.0,,
1A,42964589,CS,Mr.,Andrew,R.,Smith,,,Mr. Smith,19390731.0,,
1A,42964608,CS,Mr.,Rick,Francis,Sullivan,,,Mr. Sullivan,19521211.0,,
1A,42964635,CS,Ms.,Alma,J.,Craven,,,Ms. Craven,19930411.0,,
1A,42964645,CS,Mrs.,Brenda, ,Noble,,,Mrs. Noble,19440703.0,,
1A,42964689,CS,Mrs.,Wilburn,James,Bachman,,,Mrs. Bachman,19921102.0,,
1A,42964690,CS,Ms.,Karima,N.,Lavoie,,,Ms. Lavoie,19540619.0,,
1A,42964727,CS,Mr.,Marcella,P.,Hampton,Jr.,,Mr. Hampton,19850529.0,,
1A,42964782,CS,Ms.,Richard,N.,Hunt,,,Ms. Hunt,19190630.0,,
1A,42964875,CS,Ms.,Mary,Larry,Sepulveda,,,Ms. Sepulveda,19770807.0,,
1A,42964935,CS,Ms.,John,J.,Strouse,Jr.,,Ms. Strouse,19630130.0,,
1A,42964942,CS,Ms.,Mary,W.,Coffey,,,Ms. Coffey,19031210.0,,
1A,42964952,CS,Mr.,Robert, ,Lopze,,,Mr. Lopze,,,
1A,42969200,CS,Mr.,Roger,Patricia,Zeitler,,,Mr. Zeitler,20091128.0,,
1A,42974642,CS,Ms.,David,R.,Esqueda,,,Ms. Esqueda,19350203.0,,
1A,42978902,CS,Ms.,Albert, ,Page,,,Ms. Page,19721222.0,,
1A,42986324,CS,Ms.,Jaime,Victoria,Finn,,,Ms. Finn,,,
1A,43007478,CS,Ms.,Maria, ,Johnson,,,Ms. Johnson,19360503.0,,
1A,43009607,CS,Mr.,Dana,R.,Selman,,,Mr. Selman,19430931.0,,
1A,43027077,CS,Ms.,Timothy,Denise,Hollis,,,Ms. Hollis,19661104.0,,
1A,43039160,CS,Ms.,Julius,W.,Mcgehee,,,Ms. Mcgehee,19110827.0,,
1A,43064492,CS,Ms.,Harriet,James,Brewer,,,Ms. Brewer,19680911.0,,
1A,43067467,CS,Mr.,Roy,Cynthia,Letellier,,,Mr. Letellier,19340811.0,,
1A,43090943,CS,Mr.,Julian, ,Mitzel,,,Mr. Mitzel,19470220.0,,
1A,43130288,CS,Mrs.,Kris, ,Fornili,,,Mrs. Fornili,19740806.0,,
1A,43138346,CS,Mrs.,Jason,M.,Allison,,,Mrs. Allison,,,
1A,43164555,CS,Mrs.,Ethel, ,Wirth,,,Mrs. Wirth,19380722.0,,
1A,43166267,CS,Mrs.,Tina, ,Beaudoin,,,Mrs. Beaudoin,19881229.0,,
1A,43173570,CS,Mrs.,Nicholas,Irving,Rode,,,Mrs. Rode,19070904.0,,
1A,43190523,CS,Ms.,Thomas,E.,Pringle,,,Ms. Pringle,19060220.0,,
1A,43208771,CS,Mr.,Laurie,R.,Dahlberg,,,Mr. Dahlberg,19790919.0,,
1A,43213502,CS,Ms.,Mark,D.,Hernandez,,,Ms. Hernandez,19151023.0,,
1A,43235553,CS,Ms.,Charles,Martin,Morales,,,Ms. Morales,20070801.0,,
1A,43240816,CS,Mrs.,Kathleen,J.,Aliberti,,,Mrs. Aliberti,20080916.0,,
1A,43245425,CS,Mr.,Dorothy,E.,Hebert,,,Mr. Hebert,,,
1A,43246507,CS,Mrs.,Debra,J.,Givens,,,Mrs. Givens,19500603.0,,
1A,43249252,CS,Mrs.,Donna,Ethel,Carson,,,Mrs. Carson,19090625.0,,
1A,43256089,CS,Mr.,Kimberley,R.,Awalt,,,Mr. Awalt,20080916.0,,
1A,43256247,CS,Ms.,Jeremy,Pearl,Fuchs,,,Ms. Fuchs,19850709.0,,
1A,43256847,CS,Mr.,Fredrick, ,Redmond,,,Mr. Redmond,20090501.0,,
1A,43260206,CS,Mrs.,Kendall,F.,Woodall,,,Mrs. Woodall,19771101.0,,
1A,43262174,CS,Mrs.,Angelica,Thomas,Conner,,,Mrs. Conner,19300930.0,,
1A,43263351,CS,Ms.,Kimberly,Daniel,Pitts,,,Ms. Pitts,19980402.0,,
1A,43264403,CS,Ms.,Jennefer,Ernest,Tullius,,,Ms. Tullius,,,
1A,43265316,CS,Mr.,Thomas,Doug,Mcnutt,,,Mr. Mcnutt,19570426.0,,
1A,43266682,CS,Ms.,Karen,F.,Pangelinan,,,Ms. Pangelinan,,,
1A,43266919,CS,Mr.,Heather,Y.,Eastman,,,Mr. Eastman,,,
1A,43267101,CS,Mr.,Lillian,M.,Burgos,,,Mr. Burgos,19190417.0,,
1A,43269743,CS,Mr.,Charlotte,C.,Winstead,,,Mr. Winstead,,,
1A,43270548,CS,Ms.,Jamie, ,Nelson,,,Ms. Nelson,,,
1A,43271844,CS,Mrs.,Virginia,Paul,Reinkemeyer,,,Mrs. Reinkemeyer,19890914.0,,
1A,43271933,CS,Mr.,Deloris,B.,Velarde,,,Mr. Velarde,19051004.0,,
1A,43273707,CS,Mrs.,John,J.,Mobley,,,Mrs. Mobley,19140423.0,,
1A,43275380,CS,Ms.,Fred,G.,Newman,,,Ms. Newman,19310111.0,,
1A,43277093,CS,Ms.,Ronald, ,Kuykendall,,,Ms. Kuykendall,19190616.0,,
1A,43282652,CS,Mr.,Charles,Toni,Jones,,,Mr. Jones,,,
1A,43284093,CS,Mrs.,James,Donald,Sawyer,,,Mrs. Sawyer,19600502.0,,
1A,43288220,CS,Mrs.,Paul,M.,Bearden,,,Mrs. Bearden,19200914.0,,
1A,43289395,CS,Mrs.,Frank,V.,Pickron,,,Mrs. Pickron,19341116.0,,
1A,43291627,CS,Ms.,Susan,Linda,Coleman,,,Ms. Coleman,20050310.0,,
1A,43293773,CS,Mr.,Virginia,J.,Howard,,,Mr. Howard,,,
1A,43307521,CS,Mr.,Terry,S.,Maize,,,Mr. Maize,19080810.0,,
1A,43308226,CS,Ms.,Wilfredo,A.,Hursh,,,Ms. Hursh,,,
1A,43308238,CS,Mr.,Rodney,I.,Gamez,,,Mr. Gamez,19030122.0,,
1A,43308481,CS,Ms.,William, ,Carter,,,Ms. Carter,20090811.0,,
1A,43308493,CS,Mr.,Sarah,Perry,Proudfoot,,,Mr. Proudfoot,19830403.0,,
1A,43308507,CS,Mrs.,Dusty,C.,Waldon,,,Mrs. Waldon,19850924.0,,
1A,43308541,CS,Ms.,Joel,J.,Bates,,,Ms. Bates,20080829.0,,
